City,State,lat,lng
Belgrade,MN,45.4530207,-95.0044608
Watkins,MN,45.3152415,-94.4086029
Melrose,MN,45.6746873,-94.8075152
Faribault,MN,44.2949636,-93.268827
Sacred Heart,MN,44.786903,-95.3516784
Albany,MN,45.6299647,-94.5700048
Dassel,MN,45.0816298,-94.3069284
Stewart,MN,44.7246843,-94.4858184
St. Paul Park,MN,44.8348405,-92.9925577
Chisago City,MN,45.3735757,-92.8899376
Cologne,MN,44.7688889,-93.7805556
Kellogg,MN,44.3085769,-91.9957204
Nicollet,MN,44.2760774,-94.1874633
Altura,MN,44.0716301,-91.9396022
Rollingstone,MN,44.0977412,-91.8168206
Gibbon,MN,44.5338518,-94.5263709
Waite Park,MN,45.5571872,-94.2241585
Randolph,MN,44.526078,-93.0199336
Frontenac,MN,44.5109913,-92.3568219
Mendota Heights,MN,44.8835768,-93.1382749
Raymond,MN,45.0167371,-95.2388361
Green Isle,MN,44.6791292,-94.008304
La Crescent,MN,43.8264695,-91.3035514
Dundas,MN,44.4294089,-93.2018826
Villard,MN,45.7155184,-95.2691995
Gaylord,MN,44.5544276,-94.2208132
Mantorville,MN,44.0691307,-92.7557456
Afton,MN,44.9027452,-92.7835373
Saint Peter,MN,44.3258932,-93.955691
Annandale,MN,45.2611111,-94.1241667
Mazeppa,MN,44.2741649,-92.5420799
South Saint Paul,MN,44.8759802,-93.0275802
Hartland,MN,43.8038471,-93.4868831
Glyndon,MN,46.8772557,-96.5788187
Danube,MN,44.7919049,-95.097225
Franklin,MN,44.5311868,-94.8808256
Felton,MN,47.0797222,-96.5069444
Garvin,MN,44.2144045,-95.755848
Atwater,MN,45.1390368,-94.7776035
Woodbury,MN,44.9238552,-92.9593797
Plato,MN,44.7744063,-94.0399721
Hayfield,MN,43.890519,-92.8476898
Hugo,MN,45.159964,-92.9933412
Taylor Falls,MN,45.4019062,-92.6524292
Roseville,MN,45.0060767,-93.1566107
Silver Lake,MN,44.9032959,-94.1955334
Clarkfield,MN,44.7908779,-95.8070701
Lafayette,MN,44.4466306,-94.3952541
Cottonwood,MN,44.6088607,-95.6737122
Balaton,MN,44.2361111,-95.8716667
Bird Island,MN,44.7674614,-94.8955521
Springfield,MO,37.2089572,-93.2922989
Kearney,MO,39.3677802,-94.3621703
Columbia,MO,38.9517053,-92.3340724
Ste. Genevieve,MO,37.9786618,-90.0475582
Independence,MO,39.0911161,-94.4155068
Bridgeton,MO,38.7669954,-90.4115057
Victor,MT,46.4165889,-114.1501005
Lolo,MT,46.7573817,-114.0813175
Kalispell,MT,48.1919889,-114.3168131
Frenchtown,MT,47.0149221,-114.2298394
Lewistown,MT,47.0624732,-109.428238
Bonner,MT,46.8789224,-113.8932526
Red Lodge,MT,45.1857782,-109.2468211
Asheville,NC,35.5950581,-82.5514869
Wadesboro,NC,34.9682097,-80.0767266
Pinetown,NC,35.6104167,-76.8613079
Sanford,NC,35.4798757,-79.1802994
Aulander,NC,36.2296004,-77.1141282
Chadbourn,NC,34.3221129,-78.8269664
Bolivia,NC,34.0674911,-78.1482921
Hatteras,NC,35.2194549,-75.6903492
Sparta,NC,36.5054071,-81.1209189
Jefferson,NC,36.420403,-81.4734376
Lenoir,NC,35.9140196,-81.5389849
Boone,NC,36.216795,-81.6745517
Roxboro,NC,36.3937519,-78.982788
Asheboro,NC,35.7079146,-79.8136446
Cedar Rock,NC,35.9442976,-81.458149
Fayetteville,NC,35.0523673,-78.8783774
Fargo,ND,46.8771863,-96.7898034
Lincoln,NE,40.8136634,-96.7025764
Central City,NE,41.1158476,-98.0017248
Venango,NE,40.7616807,-102.0416583
Scottsbluff,NE,41.8666341,-103.6671662
Kearney,NE,40.6993303,-99.0816784
Fremont,NE,41.4333909,-96.4981467
Ainsworth,NE,42.5449992,-99.8615126
Hastings,NE,40.5862583,-98.3898726
Fort Calhoun,NE,41.4558282,-96.0264024
York,NE,40.8673915,-97.5920867
Norfolk,NE,42.0327168,-97.4168171
Ogalalla,NE,41.1282178,-101.7203993
Laconia,NH,43.5278546,-71.4703509
Lebanon,NH,43.6422934,-72.2517569
Warren,NH,43.9231239,-71.8920283
Plymouth,NH,43.7570196,-71.6881528
Tilton,NH,43.4426486,-71.589209
Franklin,NJ,41.1220409,-74.5804378
Pennsauken,NJ,39.9562052,-75.058009
Jersey City,NJ,40.7177545,-74.0431435
Secaucus,NJ,40.7895453,-74.0565298
Teterboro,NJ,40.8659912,-74.0544013
North Bergen,NJ,40.8042674,-74.012084
Newark,NJ,40.735657,-74.1723667
Wood-Ridge,NJ,40.8456555,-74.0879195
Perth Amboy,NJ,40.5067723,-74.2654234
Edison,NJ,40.5187154,-74.4120953
Delanco,NJ,40.0506669,-74.9535016
Linden,NJ,40.6220478,-74.2445902
Delran,NJ,40.0158918,-74.9564247
South Brunswick,NJ,40.3806901,-74.5316938
Deptford,NJ,39.8227054,-75.1195107
West Belmar,NJ,40.1696703,-74.0388252
Manchester Twp.,NJ,39.9711696,-74.3392821
Hamilton Township,NJ,40.2115109,-74.6796651
Moorestown,NJ,39.9688817,-74.948886
Tinton Falls,NJ,40.3042773,-74.1004185
Clifton,NJ,40.8584328,-74.1637553
Ridgefield,NJ,40.8342669,-74.0087505
Parsippany,NJ,40.8652865,-74.4173877
Toms River,NJ,39.9537358,-74.1979458
Iselin,NJ,40.5753817,-74.3223703
Whippany,NJ,40.8254055,-74.4022355
Lakewood,NJ,40.082129,-74.2097014
Neptune,NJ,40.2091219,-74.0386271
Old Bridge,NJ,40.4128551,-74.307282
Somerset,NJ,40.497604,-74.4884868
North Brunswick,NJ,40.4525163,-74.4766712
Dayton,NJ,40.372607,-74.5101536
Ho Ho Kus,NJ,40.9964864,-74.101253
Hazlet,NJ,40.4289526,-74.1650991
Larenceville,NJ,40.3016375,-74.7361013
West Caldwell,NJ,40.8409329,-74.3018154
Mount Laurel,NJ,39.934002,-74.8909988
Avenel,NJ,40.5803818,-74.2851469
Lumberton,NJ,39.9676482,-74.8003877
Saddle Brook,NJ,40.9040085,-74.1007318
Union,NJ,40.6975898,-74.2631635
Piscataway,NJ,40.554887,-74.4642861
Pittsgrove,NJ,39.5314846,-75.1311874
Elizabeth,NJ,40.6639916,-74.2107006
Southampton,NJ,39.9274288,-74.7265791
Monroe,NJ,40.336419,-74.4330474
Taos,NM,36.4072134,-105.5733788
Panaca,NV,37.7891056,-114.3846527
Gouverneur,NY,44.3367281,-75.462993
Trumansburg,NY,42.5422939,-76.6660589
Tonawanda,NY,43.0203347,-78.880315
Kingston,NY,41.9270367,-73.9973608
Johnsonville,NY,42.9146133,-73.5135439
Germantown,NY,42.1345339,-73.8917982
Orange,NY,42.3401767,-77.0334179
Ontario,NY,43.2209426,-77.2833793
Webster,NY,43.2122851,-77.4299939
Mechanicville,NY,42.9028547,-73.6873405
Millport,NY,42.2653526,-76.8346791
Brentwood,NY,40.7812093,-73.2462273
Brooklyn,NY,40.6781784,-73.9441579
Peekskill,NY,41.2900939,-73.9204158
East Hampton,NY,41.083151,-71.9994067
Bronx,NY,40.8447819,-73.8648268
Cortlandt,NY,41.2548162,-73.9001377
North Salem,NY,41.3350356,-73.5719051
Rotterdam,NY,42.7870209,-73.9709583
Averill Park,NY,42.6339685,-73.5537257
Johnson City,NY,42.1156308,-75.9588092
Homer,NY,42.6602873,-76.1551866
Center Moriches,NY,40.8003767,-72.7898233
Oppenheim,NY,43.0722932,-74.6926462
Ithaca,NY,42.4439614,-76.5018807
Parma,NY,43.2343532,-77.8138553
Callicoon,NY,41.8417169,-74.8974925
New York,NY,40.7127753,-74.0059728
Islip Terrace,NY,40.7494306,-73.1881781
Spencer,NY,42.2097963,-76.4932748
Fort Edward,NY,43.2670175,-73.5845597
Amityville,NY,40.6789893,-73.4170673
Grand Island,NY,43.0216283,-78.9657302
Westdale,NY,43.3878475,-75.8151893
Candor,NY,42.2328518,-76.3424357
New Rochelle,NY,40.9114882,-73.7823549
Barton,NY,42.042852,-76.4485514
Watkins Glen,NY,42.3806287,-76.8732921
Brewster,NY,41.3973163,-73.6170721
Maspeth,NY,40.7294018,-73.9065883
Chester,NY,41.3625937,-74.2712613
Staten Island,NY,40.5795317,-74.1502007
Yaphank,NY,40.8367653,-72.9170487
Elmsford,NY,41.0550969,-73.8201337
Beaver Dams,NY,42.2911853,-76.9596855
Queens,NY,40.7282239,-73.7948516
East Bloomfield,NY,42.8951611,-77.4352209
Port Jervis,NY,41.3750937,-74.692663
Buchanan,NY,41.2620383,-73.9381943
Thompson,NY,41.6543833,-74.663464
Newfield,NY,42.3471216,-76.5950555
Westtown,NY,41.336761,-74.5398821
Ogden,NY,43.1579962,-77.8138553
Seneca,NY,42.8466914,-77.0794705
Wappinger,NY,41.5964875,-73.900709
Lowman,NY,42.0297962,-76.7205076
Rome,NY,43.2128473,-75.4557303
Schenectady,NY,42.8142432,-73.9395687
Laurens,NY,42.530633,-75.0896077
Hilton,NY,43.2881161,-77.7933423
Liberty,NY,41.8012001,-74.74655
Baldwin,NY,40.6686336,-73.6119129
Williamson,NY,43.2239229,-77.1861277
Altamont,NY,42.7006324,-74.0337382
New Windsor,NY,41.4767605,-74.0237518
Mooers Forks,NY,44.9580936,-73.6406994
Johnstown,NY,43.0067399,-74.3676356
Middletown,NY,41.4459271,-74.4229341
Crawford,NY,41.55882,-74.3235539
Macedon,NY,43.064272,-77.3094674
Ellenville,NY,41.7170379,-74.3957099
Batavia,NY,42.9981156,-78.1875167
Poughkeepsie,NY,41.7003713,-73.9209701
Canandaigua,NY,42.887535,-77.2816984
Sandy Creek,NY,43.6442352,-76.0860345
Watertown,NY,43.9747838,-75.9107565
Geneva,NY,42.8679836,-76.985557
Dover Plains,NY,41.7412051,-73.5765151
Red Creek,NY,43.247289,-76.7235636
Schaghticoke,NY,42.9000773,-73.5853939
Brunswick,NY,42.7359115,-73.5615043
Rochester,NY,43.1565779,-77.6088465
Owego,NY,42.1034075,-76.2621549
Woodside,NY,40.7532704,-73.9068858
Yorktown Heights,NY,41.2709274,-73.7776336
Warrensburg,NY,43.4967351,-73.7762313
Flushing,NY,40.7647238,-73.8306716
Shelter Island,NY,41.0681549,-72.3386939
Jamaica,NY,40.7037439,-73.7991953
Rhinebeck,NY,41.9318294,-73.9074372
Tarrytown,NY,41.0762077,-73.8587461
Oswego,NY,43.4553461,-76.5104973
Croton On Hudson,NY,41.2084278,-73.8912481
Campbell,NY,42.2329086,-77.1969179
Woodbury,NY,41.3645382,-74.1059775
Hauppauge,NY,40.8256536,-73.2026138
Mohegan Lake,NY,41.3178717,-73.8462467
Sodus,NY,43.2378428,-77.0613618
Mt Kisco,NY,41.2042616,-73.7270761
Saugerties,NY,42.0775906,-73.9529126
Wawayanda,NY,41.394349,-74.4760088
Hogansburg,NY,44.9743028,-74.6667878
Melville,NY,40.7934322,-73.4151214
Glenville,NY,42.9292419,-74.0520717
Dryden,NY,42.4683542,-76.317414
Huron,NY,43.2333993,-76.8799617
Red Hook,NY,41.9950919,-73.8754114
Middlesex,NY,42.7053607,-77.2759641
Montgomery,NY,41.5275938,-74.236816
Narrowsburg,NY,41.602546,-75.0581943
Minisink,NY,41.3338698,-74.5346103
Wales,NY,42.7349683,-78.5433701
Caledonia,NY,42.9731175,-77.852785
Westerlo,NY,42.5150785,-74.0454099
Medusa,NY,42.4367469,-74.1301365
Troy,NY,42.7284117,-73.6917851
Hopewell Junction,NY,41.5839823,-73.8087442
Little Falls,NY,43.0434039,-74.8595957
Palenville,NY,42.1745334,-74.0201355
Walden,NY,41.5612048,-74.1884806
Otisville,NY,41.4734268,-74.5384933
Pine Bush,NY,41.6081492,-74.2990401
North Rose,NY,43.1849867,-76.8924065
Canastota,NY,43.0795121,-75.7507413
Niskayuna,NY,42.8000049,-73.8914407
Lewiston,NY,43.1725552,-79.0358782
Medina,NY,43.2200583,-78.3869685
Horseheads,NY,42.167019,-76.8205119
Ballston Lake,NY,42.9117377,-73.8680872
Norwich,NY,42.531184,-75.5235149
Lockport,NY,43.1706128,-78.6903098
Castle Creek,NY,42.2275753,-75.918253
Middle Grove,NY,43.0897964,-73.9179022
Sanborn,NY,43.1371937,-78.8848068
Hudson,NY,42.2528649,-73.790959
Clifton Park,NY,42.8602402,-73.7808906
Greenville,NY,42.4153596,-74.0220769
Carthage,NY,43.9781236,-75.6093591
Broklyn,NY,40.6781784,-73.9441579
Tuckahoe,NY,40.9503764,-73.827356
Long Island City,NY,40.744679,-73.9485424
Sleepy Hollow,NY,41.085652,-73.8584684
Saratoga Springs,NY,43.0831301,-73.7845651
Ossining,NY,41.1628731,-73.8615246
Albany,NY,42.6525793,-73.7562317
Quens,NY,40.7282239,-73.7948516
Briarcliff Manor,NY,41.1402322,-73.840231
Kew Gardens,NY,40.705695,-73.8272029
Harrison,NY,40.9700171,-73.7176337
Thornwood,NY,41.1174121,-73.7710893
Forest Hills,NY,40.718106,-73.8448469
White Plains,NY,41.0339862,-73.7629097
Erin,NY,42.1859078,-76.6699493
Bath,NY,42.3370164,-77.3177577
Hannibal,NY,43.3211788,-76.5788338
Larchmont,NY,40.9278769,-73.7517983
Millbrook,NY,41.7850937,-73.6940175
Hannacroix,NY,42.4289715,-73.8092911
Harrietstown,NY,44.3969967,-74.1584884
Slingerlands,NY,42.6292455,-73.8645685
Milton,NY,43.0336861,-73.8526225
Cortland,NY,42.6011813,-76.1804843
Rexford,NY,42.856336,-73.8886108
Seneca Falls,NY,42.9187636,-76.7913558
Hyde Park,NY,41.7846911,-73.9332993
Woodridge,NY,41.7106479,-74.5743262
Washingtonville,NY,41.4278716,-74.1659798
Tioga,NY,42.1090046,-76.3868797
Ulster,NY,41.8586493,-74.3118212
Turin,NY,43.6682497,-75.4111644
Gloversville,NY,43.0528506,-74.3437467
Geneseo,NY,42.795896,-77.816947
Binghamton,NY,42.0986867,-75.9179738
Ghent,NY,42.320699,-73.6300729
Fulton,NY,43.3228462,-76.4171585
Plattsburgh,NY,44.6994873,-73.4529124
Nichols,NY,42.021741,-76.3668815
Mooers,NY,44.9633714,-73.5873639
Spencerport,NY,43.1864501,-77.8038972
Ransomville,NY,43.2386666,-78.9097634
Bethel,NY,41.6837659,-74.8719284
Scotia,NY,42.8264652,-73.9642915
Rushford,NY,42.3922869,-78.2536243
Portage,NY,42.5625182,-77.9967043
Troupsburg,NY,42.0436813,-77.5460982
Hamlin,NY,43.3029418,-77.9210357
Fayette,NY,42.8584465,-76.8490328
Greenwich,NY,43.0901395,-73.4992824
Tioga Center,NY,42.056903,-76.34791
Valatie,NY,42.4134168,-73.6731749
Stanfordville,NY,41.8671647,-73.7137984
Lapeer,NY,42.4420167,-76.098816
Clayton,NY,44.239491,-76.0857759
Jackson Heights,NY,40.7556818,-73.8830701
Yonkers,NY,40.9312099,-73.8987469
Howard Beach,NY,40.6571222,-73.8429989
Hawthorne,NY,41.1073183,-73.7959666
Stone Ridge,NY,41.8408742,-74.1524394
Ridgewood,NY,40.7043986,-73.9018292
Valhalla,NY,41.0748188,-73.7751326
West Harrison,NY,41.0396611,-73.7480601
Amsterdam,NY,42.9377453,-74.190356
Cortlandt Manor,NY,41.2804112,-73.8714752
Marcellus,NY,42.9828438,-76.3404867
Mount Kisco,NY,41.2042616,-73.7270761
Mount Morris,NY,42.7256184,-77.8741694
Warwick,NY,41.256483,-74.3598755
Brockport,NY,43.2136713,-77.9391797
Holbrook,NY,40.8123205,-73.0784429
New Hampton,NY,41.4109272,-74.4071
Bliss,NY,42.5770023,-78.252819
Lagrangeville,NY,41.6495919,-73.7633635
Pulaski,NY,43.5670136,-76.1277027
Gainesville,NY,42.6408954,-78.1338985
Glenfield,NY,43.710347,-75.4021251
Lowville,NY,43.786736,-75.4918505
Freehold,NY,42.3592503,-74.0498564
Saint Johnsville,NY,43.0012346,-74.6781003
Heuvelton,NY,44.6181174,-75.4071638
Lisbon,NY,44.727284,-75.3210467
Walton,NY,42.1605191,-75.1078332
Camden,NY,43.3345138,-75.747964
Central Square,NY,43.2867356,-76.1460357
Adams,NY,43.8092321,-76.0240892
Afton,NY,42.228136,-75.5265715
La Fayette,NY,42.9119147,-76.1125902
Evans Mills,NY,44.0881158,-75.8071525
Arkport,NY,42.3945133,-77.6966596
Marilla,NY,42.8400595,-78.5550242
Oneida,NY,43.0925684,-75.6512931
Newburgh,NY,41.5034271,-74.0104178
Scottsville,NY,43.0258957,-77.7452826
Taberg,NY,43.3036805,-75.616848
West Henrietta,NY,43.0384885,-77.6632587
Akron,NY,43.0208924,-78.4953015
Fillmore,NY,42.4661754,-78.115008
Fort Johnson,NY,42.9584075,-74.2329093
Waterville,NY,42.931181,-75.3798924
Constable,NY,44.9292125,-74.2971311
Penn Yan,NY,42.6609026,-77.0538577
Newark Valley,NY,42.2236853,-76.183263
Endicott,NY,42.098408,-76.0493684
Goshen,NY,41.4020382,-74.3243191
Olean,NY,42.083639,-78.429927
Brier Hill,NY,44.5316815,-75.6626879
Rock Tavern,NY,41.4662049,-74.1912587
Castleton on Hudson,NY,42.5331974,-73.7462997
Fayetteville,NY,43.0297887,-76.0043643
West Valley,NY,42.4053664,-78.6122617
Manlius,NY,43.0020107,-75.9768632
Union Springs,NY,42.8397906,-76.6932818
Silver Creek,NY,42.5442251,-79.1667066
Oriskany,NY,43.1572918,-75.3326692
Cicero,NY,43.1763158,-76.1141646
Syracuse,NY,43.0481221,-76.1474244
Richmond Hill,NY,40.6999853,-73.8310309
Alfred Station,NY,42.269792,-77.7591607
Hartsdale,NY,41.0189863,-73.7981884
Sparrow Bush,NY,41.4000933,-74.7232189
West Coxsackie,NY,42.3509179,-73.8029028
Madrid,NY,44.7483037,-75.1325897
Palmyra,NY,43.0639521,-77.2333154
Cairo,NY,42.2982586,-74.006509
Champlain,NY,44.9864273,-73.4465251
Marion,NY,43.1431778,-77.1891456
Brocton,NY,42.3886688,-79.4411573
Rock City Falls,NY,43.0620189,-73.9170688
Niagara Falls,NY,43.0962143,-79.0377388
Swan Lake,NY,41.7531004,-74.7820108
Potsdam,NY,44.6697805,-74.9813084
North Bangor,NY,44.8420328,-74.4008638
Chaumont,NY,44.0669987,-76.1302089
Auburn,NY,42.9317335,-76.5660529
Whitney Point,NY,42.3289625,-75.9677001
Buffalo,NY,42.8864468,-78.8783689
Honeoye Falls,NY,42.9522855,-77.5902759
Hornell,NY,42.3278477,-77.6611025
Marcy,NY,43.1706253,-75.2915564
Lancaster,NY,42.9006144,-78.6703062
Piffard,NY,42.8283957,-77.8508375
Coxsackie,NY,42.3509179,-73.8029028
Belfast,NY,42.3422691,-78.1124127
Baldwinsville,NY,43.1586786,-76.3327095
Wellsville,NY,42.1220124,-77.9480575
Tully,NY,42.7981229,-76.1093695
Lansing,NY,42.4842392,-76.4799397
Clifton Springs,NY,42.9617304,-77.1399756
Cattaraugus,NY,42.3292287,-78.8680903
Honeoye,NY,42.7900604,-77.5166873
Clay,NY,43.1856814,-76.1717547
Cincinnatus,NY,42.5422923,-75.8957534
Campbell Hall,NY,41.4509952,-74.2660424
Orangeburg,NY,41.0468361,-73.9451952
Fultonville,NY,42.9478514,-74.3704128
Kenton,OH,40.6469982,-83.6096516
Marion,OH,40.5886699,-83.1285242
Malinta,OH,41.3225503,-84.0380002
Bellefontaine,OH,40.3611643,-83.7596557
New Concord,OH,39.9936837,-81.7340168
Delaware,OH,40.2986724,-83.067965
Findlay,OH,41.0391283,-83.6502309
Utica,OH,40.2342313,-82.4512699
Rossburg,OH,40.2789361,-84.6374571
Attica,OH,41.0647777,-82.887686
Oxford,OH,39.5069974,-84.745231
Wellington,OH,41.1689421,-82.2179354
Paulding,OH,41.1381051,-84.5805082
Urbana,OH,40.1083912,-83.7524298
Lancaster,OH,39.7136754,-82.5993294
New London,OH,41.0850542,-82.3998887
Mustang,OK,35.384226,-97.7244867
Hooker,OK,36.8600261,-101.2134954
Hollis,OK,34.6883948,-99.9120456
Tipton,OK,34.5028548,-99.1409144
Kingfisher,OK,35.861432,-97.9317203
Woodward,OK,36.4336481,-99.3903862
Frederick,OK,34.3920263,-99.0184093
Shawnee,OK,35.3272928,-96.9253004
Seminole,OK,35.2245201,-96.670573
Walters,OK,34.3598075,-98.3078258
Okmulgee,OK,35.6266957,-95.9515399
Wilburton,OK,34.91871,-95.3091383
Norman,OK,35.2225668,-97.4394777
Marietta,OK,33.937045,-97.1166788
Durant,OK,33.9924186,-96.3971233
Covington,OK,36.3075359,-97.5864376
Ashland,OR,42.1945758,-122.7094767
Eugene,OR,44.0520691,-123.0867536
Bend,OR,44.0581728,-121.3153096
Sandy,OR,45.3973141,-122.2630704
Sheridan,OR,45.0972788,-123.3953926
Molalla,OR,45.1475439,-122.5771264
Woodburn,OR,45.143731,-122.8553725
Portland,OR,45.515232,-122.6783853
Talent,OR,42.2456844,-122.7886462
Enterprise,OR,45.4262617,-117.2787815
Salem,OR,44.9428975,-123.0350963
Boring,OR,45.4313662,-122.3734641
Willamina,OR,45.0791034,-123.4845621
Yamhill,OR,45.3415301,-123.1878221
Beatty,OR,42.441815,-121.2708314
Sprague River,OR,42.4554215,-121.5041702
Weston,OR,45.813744,-118.424688
Klamath Falls,OR,42.224867,-121.7816704
Burrillville,RI,41.9661165,-71.6847247
West Warwick,RI,41.7036711,-71.5215024
Ashaway,RI,41.4234329,-71.7856238
Hope Valley,RI,41.5075996,-71.7161784
Cranston,RI,41.7798226,-71.4372796
West Greenwich,RI,41.6285498,-71.6638132
Woonsocket,RI,42.0028761,-71.5147839
Hopkinton,RI,41.4612719,-71.7775501
Foster,RI,41.8537098,-71.7581249
North Smithfield,RI,41.9667652,-71.5495071
East Greenwich,RI,41.6342619,-71.5130445
Moncks Corner,SC,33.1960027,-80.0131374
Rock Hill,SC,34.9248667,-81.0250784
Mauldin,SC,34.77873,-82.310119
Pickens,SC,34.8834489,-82.7073573
Laurens,SC,34.4990116,-82.0142597
Hardeeville,SC,32.2871413,-81.0806665
Ridgeland,SC,32.4807435,-80.980386
Gaffney,SC,35.0717945,-81.6498195
Abbeville,SC,34.1781719,-82.3790147
Aiken,SC,33.5604168,-81.7195533
St. Matthews,SC,33.664876,-80.7778681
Conway,SC,33.8360034,-79.0478143
Newberry,SC,34.2745833,-81.6187178
Winnsboro,SC,34.3807012,-81.0864776
Lake View,SC,34.3457189,-79.1655946
Springfield,SC,33.4968163,-81.2792711
York,SC,34.9943021,-81.2420175
Pelzer,SC,34.6462737,-82.4591443
Piedmont,SC,34.7023389,-82.4645714
Hampton,SC,32.8779425,-81.1276052
Shelbyville,TN,35.483406,-86.4602717
College Grove,TN,35.788399,-86.6744408
New Market,TN,36.1039766,-83.5526751
Chattanooga,TN,35.0457984,-85.3093995
Nashville,TN,36.1626638,-86.7816016
Telford,TN,36.2489943,-82.5451479
Orange Grove,TX,27.9566843,-97.9369447
Adkins,TX,29.3930129,-98.2372329
Sealy,TX,29.7807878,-96.1571833
Bedias,TX,30.7757486,-95.949397
Walnut Springs,TX,32.0576479,-97.749471
Vernon,TX,34.1545306,-99.2650804
Austin,TX,30.267153,-97.7430608
Gonzales,TX,29.5016257,-97.4524926
El Paso,TX,31.7618778,-106.4850217
Leakey,TX,29.7288351,-99.761448
Krugerville,TX,33.2815064,-96.9905628
Meridian,TX,31.9232085,-97.6566894
Wallis,TX,29.6313486,-96.0652362
San Antonio,TX,29.4251905,-98.4945922
Clifton,TX,31.7823798,-97.5766862
Odessa,TX,31.8456816,-102.3676431
Stephenville,TX,32.2206958,-98.2022633
McAllen,TX,26.2034071,-98.2300124
St. George,UT,37.0965278,-113.5684164
Logan,UT,41.7369803,-111.8338359
Holden,UT,39.0988507,-112.2707709
Lexington,VA,37.7840208,-79.4428157
Scottsville,VA,37.798754,-78.4955648
White Post,VA,39.0570514,-78.1036099
Eastville,VA,37.3526369,-75.945765
Charlotte,VT,44.3098476,-73.2609928
Richmond,VT,44.4053135,-72.9924128
Middlebury,VT,44.0153371,-73.16734
Westford,VT,44.5983349,-72.9977003
Saxtons River,VT,43.1378556,-72.5098115
Putney,VT,42.975268,-72.5217237
Townshend,VT,43.0472267,-72.6678428
Rutland,VT,43.6106237,-72.9726065
Brattleboro,VT,42.8509152,-72.5578678
Springfield,VT,43.298701,-72.4819743
Groton,VT,44.2276842,-72.2826657
West Rutland,VT,43.5930919,-73.0451081
Chester,VT,43.2628476,-72.5951082
Waitsfield,VT,44.1926386,-72.7798479
Waterford,VT,44.3729726,-71.9508384
Dummerston,VT,42.9215017,-72.5838146
Guilford,VT,42.8170235,-72.575487
Alburgh,VT,44.9750541,-73.3002239
Burlington,VT,44.4758825,-73.212072
Thetford,VT,43.8250578,-72.2434689
Londonderry,VT,43.2264643,-72.8064866
Hinesburg,VT,44.3292199,-73.110679
Grand Isle,VT,44.7225436,-73.2923538
Ellensburg,WA,46.9965144,-120.5478474
Winthrop,WA,48.4779232,-120.1861956
Edmonds,WA,47.8106521,-122.3773552
Seattle,WA,47.6061389,-122.3328481
Twisp,WA,48.3634784,-120.122303
Spokane,WA,47.6579711,-117.4235319
Vancouver,WA,45.6280277,-122.673865
Gig Harbor,WA,47.3293853,-122.5808577
Shelton,WA,47.2150945,-123.1007066
Kennewick,WA,46.2086683,-119.119948
Spokane Valley,WA,47.6732281,-117.2393748
Prosser,WA,46.2067997,-119.7689222
North Bend,WA,47.4956579,-121.7867775
Longview,WA,46.1381676,-122.9381672
Pasco,WA,46.2305049,-119.0922316
Tacoma,WA,47.2528768,-122.4442906
Kingston,WA,47.7987072,-122.4981921
Anacortes,WA,48.5126045,-122.6126718
West Richland,WA,46.3043015,-119.3614092
Sequim,WA,48.0795365,-123.1018437
Arlington,WA,48.1987118,-122.1251418
Delavan,WI,42.6330703,-88.6437138
Barron,WI,45.4013471,-91.8490626
Hammond,WI,44.978855,-92.4357486
Westby,WI,43.6569157,-90.8542977
Greenwood,WI,44.7702406,-90.5993076
Medford,WI,45.1385798,-90.3401404
New Richmond,WI,45.1230213,-92.5365865
River Falls,WI,44.8596311,-92.6254966
Hillsboro,WI,43.6521958,-90.3440178
Menomonie,WI,44.8755183,-91.9193422
Iron River,WI,46.5645775,-91.408211
Necedah,WI,44.0260775,-90.0740181
Middleton,WI,43.0972174,-89.5042876
Eau Claire,WI,44.811349,-91.4984941
Sparta,WI,43.9441328,-90.8129118
Sharon,MA,42.1236499,-71.1786237
Champaign,IL,40.1164204,-88.2433829
Urbana,IL,40.1105875,-88.2072697
Rifle,CO,39.5347023,-107.7831198
Shelbyville,TN,35.483406,-86.4602717
Elizabeth,IL,42.3177911,-90.221517
Springfield,MO,37.2089572,-93.2922989
Hazlehurst,GA,31.8696309,-82.5943026
Medford,WI,45.1385798,-90.3401404
New Richmond,WI,45.1230213,-92.5365865
Columbia,MO,38.9517053,-92.3340724
Bedias,TX,30.7757486,-95.949397
Aiken,SC,33.5604168,-81.7195533
Boxborough,MA,42.4834197,-71.5167139
Port Jervis,NY,41.3750937,-74.692663
Mount Morris,IL,42.0503062,-89.4312201
New Malborough,MA,42.1111825,-73.2529464
Dayton,OR,45.220824,-123.0755789
Canby,OR,45.262692,-122.6957402
Estacada,OR,45.2877198,-122.3351638
Mt Angel,OR,45.0678986,-122.8000917
Holly Springs,AR,33.8153834,-92.7096054
Scott,AR,34.6964808,-92.0962552
Unincorporated Kern County,CA,35.4937274,-118.8596804
Cameo,CO,39.1485917,-108.3209184
El Jebel,CO,39.3949838,-107.0903259
Steamboat Springs,CO,40.4849769,-106.8317158
Toombs County,GA,32.0795072,-82.345189
Davisboro,GA,32.9790425,-82.6079095
Summum,IL,40.267822,-90.2784557
Springfiled,IL,39.7817213,-89.6501481
Spring Mill,IN,38.1434011,-85.6307922
Ogilville,IN,39.1258849,-86.0152679
Perryville,IN,40.5911569,-85.0405246
